Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Rail Control Systems Australia Pty Ltd,Other Professional and Scientific Equipment Manufacturing,144.9711075,-37.81240259
Equilibrium OMG,Management Advice and Other Consulting Services,144.93584180000002,-37.791456200000006
AU Group Pty Ltd,Other Personal Services n.e.c.,144.9449612,-37.81396231
Investa Land,Non-Residential Building Construction,144.96270980000003,-37.81858716
Australia Education Services Pty Ltd ,Other Personal Services n.e.c.,144.9648395,-37.8125239
MIOMI,Women's Clothing Retailing,144.93782990000003,-37.81315031
Vacant,Vacant Space,144.94450519999998,-37.79458984
Regus,Office Administrative Services,144.95118630000002,-37.82096812
Degani @ Crown ,Cafes and Restaurants,144.9586604,-37.82312164
Ben Goodfellow,Other Allied Health Services,144.9612988,-37.81565401
Charles Lloyd,Land Development and Subdivision,144.9662418,-37.82204573
Superdry Outlet,Clothing Retailing,144.9523782,-37.82539976
Williams Lea,Other Specialised Design Services,144.96064230000002,-37.81669009
Vacant,Vacant Space,144.9327145,-37.78868361
Podium Sports,Clothing Retailing,144.951187,-37.81501701
U A E Exchange Australia Pty Ltd,Other Auxiliary Finance and Investment Services,144.9643593,-37.81143223
Torrens University Australia,Higher Education,144.95528380000002,-37.81791923
2B Scene design,Architectural Services,144.9497236,-37.80420164
Palsaik,Cafes and Restaurants,144.9685359,-37.81206119
Vacant,Vacant Space,144.947463,-37.80953212
Vacant,Vacant Space,144.947463,-37.80953212
Vacant,Vacant Space,144.9429888,-37.81938143
2 Your Wealth,Other Auxiliary Finance and Investment Services,144.96268899999998,-37.81601764
Victorian Women's Trust Limited,Other Interest Group Services n.e.c.,144.96016819999997,-37.81091493
Victoria Body Works Pty Ltd,"Automotive Body, Paint and Interior Repair",144.95315060000001,-37.80530622
Brim CC,Takeaway Food Services,144.9549054,-37.81802782
Empire Hair Central,Hairdressing and Beauty Services,144.9630189,-37.81073331
Hidden Moon Tattoo,Other Personal Services n.e.c.,144.9554126,-37.81301654
AW Maritime,Engineering Design and Engineering Consulting Services,144.9187862,-37.82221049
Spirit of Melbourne,Scenic and Sightseeing Transport,144.9662623,-37.82066923
Pollon Flowers,Flower Retailing,144.9676946,-37.81676378
Dassault Systemes Australia Pty Ltd,Computer System Design and Related Services,144.97704280000002,-37.83774553
Tribeca Dental,Dental Services,144.9856254,-37.81004657
Vacant,Vacant Space,144.9462126,-37.80293155
King & Whittle,Accounting Services,144.9605306,-37.81240787
Admedus Ltd,Scientific Research Services,144.97131519999996,-37.81460613
Vacant,Vacant Space,144.93808700000002,-37.79556469
Victorian Railways Institute ,Business and Professional Association Services,144.965095,-37.81763649
Transit Dance Studios,Performing Arts Operation,144.9321847,-37.79705914
vacant,Vacant Space,144.9533408,-37.80370883
Henry Carus & Associates,Legal Services,144.95555290000001,-37.81677365
Feeling Fruity ,Takeaway Food Services,144.9662952,-37.81272047
Pro Estate Group,Real Estate Services ,144.9553253,-37.81622847
vacant,Vacant Space,144.9424169,-37.80671459
vacant,Vacant Space,144.9424169,-37.80671459
vacant,Vacant Space,144.9424169,-37.80671459
Aitex Sales,Packaging Services,144.9377388,-37.79430116
Vacant,Vacant Space,144.945434,-37.80073445
Moula Money Pty Ltd,Non-Depository Financing,144.9578132,-37.81636534
Vacant,Vacant Space,144.95220480000003,-37.80731382
ONQ,Computer System Design and Related Services,144.9567375,-37.80361259
Wagaya Japanese Restaurant,Cafes and Restaurants,144.9672768,-37.812431200000006
Sketchers,Footwear Retailing,144.951187,-37.81501701
7 Eleven Freshwater Place,Convenience Store,144.962154,-37.82167834
Royal Gurkhas Institute Of Technology,Technical and Vocational Education and Training,144.96488159999998,-37.81729894
LEAP Legal Software Pty Limited ,Computer System Design and Related Services,144.9591221,-37.81858017
Little Beauty Bar Melbourne,Hairdressing and Beauty Services,144.9771931,-37.83854242
Kaspersky Lab,Computer System Design and Related Services,144.944965,-37.82470448
Fontis Pty Ltd ,Computer System Design and Related Services,144.9602243,-37.81467989
Professional Advantage Pty Ltd,Computer System Design and Related Services,144.95747319999998,-37.81753383
Chisholm Academy,Technical and Vocational Education and Training,144.9606809,-37.81303978
vacant,Vacant Space,144.9498119,-37.81072709
Vacant,Vacant Space,144.9511801,-37.80811486
The Ian Potter Museum of Art,Museum Operation,144.9612468,-37.79739836
City Dental Care At Neo 200,Dental Services,144.9532987,-37.81625435
Mr Stephen Rodney Hookey,Dental Services,144.9735468,-37.81304887
Vacant,Vacant Space,144.95288380000002,-37.79858409
Vacant,Vacant Space,144.9475776,-37.81656591
Vacant,Vacant Space,144.9475776,-37.81656591
Easy Migration & Student Services,Other Personal Services n.e.c.,144.965095,-37.81763649
Xantias Financial Management Pty Ltd,Other Auxiliary Finance and Investment Services,144.9702813,-37.8139675
Common Man,Cafes and Restaurants,144.9523782,-37.82539976
Heading Out Hair & Beauty Pty Ltd,Hairdressing and Beauty Services,144.9701092,-37.81281453
Blackmagic Design Pty Ltd,Computer and Electronic Office Equipment Manufacturing,144.920988,-37.82600955
City Tailoring,Clothing Manufacturing,144.9658102,-37.81472467
Alexander Funds Management Pty Ltd,Other Auxiliary Finance and Investment Services,144.9589224,-37.81630648
Ab's Barbar Shop,Hairdressing and Beauty Services,144.9652146,-37.81522324
Rustica Canteen,Cafes and Restaurants,144.9598612,-37.81146107
Blue Lady Tattoo,Other Personal Services n.e.c.,144.9619919,-37.81374372
Bluescope Steel,Iron Smelting and Steel Manufacturing,144.9693797,-37.81398457
AIA Australia Limited,Life Insurance,144.9793624,-37.8441033
Elizabeth Pharmacy,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9632938,-37.81554941
Heyday Hong Kong Cafe,Cafes and Restaurants,144.9663726,-37.81181046
The Mug House,Cafes and Restaurants,144.95976230000002,-37.81703239
De Elegance,Women's Clothing Retailing,144.9657774,-37.81507697
Tim Connor Law,Legal Services,144.9583339,-37.81753764
Wayward Books ,Newspaper and Book Retailing,144.9299207,-37.79357520000001
Alys Asian Grocery,Supermarket and Grocery Stores,144.9606673,-37.80607064
vacant,Vacant Space,144.95112880000002,-37.8117895
Four-D Studio Pty Ltd,Architectural Services,144.96813909999997,-37.81199369
Datacom Systems ,Computer System Design and Related Services,144.9614375,-37.82435467
Midnite Express International (Australia) Pty Ltd,Freight Forwarding Services,144.93624730000002,-37.78991321
General Assembly Melbourne,Higher Education,144.9591221,-37.81858017
Vacant,Vacant Space,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.97247240000002,-37.81346244
United Almonds,Other Auxiliary Finance and Investment Services,144.9583339,-37.81753764
Careers Cafe,Cafes and Restaurants,144.9681433,-37.81673488
Maribyrnong & Moonee Valley Local Learning & Employment Network,Employment Placement and Recruitment Services,144.9286093,-37.78939523
Australia Postal Corporation,Postal Services,144.961007,-37.80862891
New Pathway Group,Real Estate Services ,144.9670869,-37.81123475
Sporting Pulse International,Management Advice and Other Consulting Services,144.9479753,-37.81925128
CSC,Computer System Design and Related Services,144.95683480000002,-37.81767359
Bunge Agribusiness Australia Pty Ltd ,Cereal Grain Wholesaling,144.9662961,-37.83070462
Get Started,Computer System Design and Related Services,144.9678476,-37.81450301
Vacant,Vacant Space,144.97183,-37.8109435
CoFace,General Insurance,144.95892369999999,-37.81817724
Tom Thumb Espresso,Cafes and Restaurants,144.9728353,-37.8148555
Princess Highway,Clothing Retailing,144.9641237,-37.81092834
UM Eyecare,Technical and Vocational Education and Training,144.965164,-37.79780844
Royal Childrens Hospital Good Friday Appeal,Other Interest Group Services n.e.c.,144.9662623,-37.82066923
Vacant,Vacant Space,144.9505341,-37.820116799999994
Veeam Software,Computer System Design and Related Services,144.957088,-37.81686865
Just Cuts,Hairdressing and Beauty Services,144.9630189,-37.81073331
Cushman & Wakefield,Engineering Design and Engineering Consulting Services,144.9662961,-37.83070462
Whispir Limited,Management Advice and Other Consulting Services,144.9621844,-37.81615528
Contested Wills & Probate Lawyers,Legal Services,144.9618774,-37.81846456
Cumpston Sarjeant Pty Ltd,Auxiliary Insurance Services,144.9610146,-37.81453148
Paul Money Partners,Other Auxiliary Finance and Investment Services,144.9648823,-37.8012061
Freetix,Other Administrative Services n.e.c.,144.93382240000003,-37.7976781
Vic Roads,State Government Administration,144.9675612,-37.79330572
Vincent Cousins,Specialist Medical Services,144.9793123,-37.84459479
Vacant,Vacant Space,144.9711755,-37.81257803
Covertel Telecommunications,Telecommunication Goods Wholesaling,144.9303643,-37.79956857
Grounds Jewellers,Watch and Jewellery Retailing,144.9644325,-37.81513579
Mr John P Collins / Dr G Taggart,Specialist Medical Services,144.9822638,-37.8094576
Frontstream Asia-Pacific,Computer System Design and Related Services,144.9532514,-37.81166257
Australian & New Zealand Intensive Care Society,Business and Professional Association Services,144.9644486,-37.803348299999996
WH Smith Express,Newspaper and Book Retailing,144.9523393,-37.81815358
Green With Envy,Women's Clothing Retailing,144.9649331,-37.81662781
Octane,Advertising Services,144.94296699999998,-37.82514599
Avis Rent A Car System,Passenger Car Rental and Hiring,144.951187,-37.81501701
Watch Works,Other Repair and Maintenance n.e.c.,144.9630189,-37.81073331
Subway,Cafes and Restaurants,144.93782990000003,-37.81315031
Westpac,Banking,144.9589224,-37.81630648
Ramco,Computer System Design and Related Services,144.9662623,-37.82066923
Rice Warner,Other Auxiliary Finance and Investment Services,144.96382309999998,-37.81662708
Lovely Nails & Beauty,Hairdressing and Beauty Services,144.951187,-37.81501701
Multicultural Hub,Other Interest Group Services n.e.c.,144.9601828,-37.80671508
Subaru Interactive At Docklands,Car Retailing,144.9392328,-37.82412284
MKC Repairs,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maint,144.9601146,-37.8087318
Dinosaur Designs,Other Store-Based Retailing n.e.c.,144.9628783,-37.81261442
vacant,Vacant Space,144.951643,-37.80879886
Woods Aussie Deli,Other Specialised Food Retailing,144.95723950000001,-37.80745984
ENT Parkville At The Kids,Specialist Medical Services,144.95019140000002,-37.79382016
Servcorp (Level 18),Other Administrative Services n.e.c.,144.97074980000002,-37.81492031
vacamt,Vacant Space,144.96394530000003,-37.80276989
Vacant,Vacant Space,144.9303643,-37.79956857
Solution Underwriting Agency,Financial Asset Broking Services,144.9649678,-37.81719024
Westlink Corporation Pty Ltd,Real Estate Services ,144.9549136,-37.80460814
Fruit Addicts ,Fruit and Vegetable Retailing,144.96612580000001,-37.81528474
Getz Healthcare,Professional and Scientific Goods Wholesaling,144.9415032,-37.80502141
Property & Campus Services,Higher Education,144.96300269999998,-37.80359584
Amadeus IT Pacific Pty Ltd ,Computer System Design and Related Services,144.9584199,-37.81690508
Stooke Consulting,Other Administrative Services n.e.c.,144.9603119,-37.816999100000004
Progress Study Consultancy,Educational Support Services,144.957088,-37.81686865
Melbourne City Toyota,Car Retailing,144.957119,-37.80242251
Designinc,Architectural Services,144.96328789999998,-37.81360425
vacant,Vacant Space,144.9617174,-37.80311614
Betfair,Other Gambling Activities,144.95892369999999,-37.81817724
Subway,Cafes and Restaurants,144.9494345,-37.82089145
3lectrical ,Electrical Services,144.94019939999998,-37.81427742
Smile Thai Restaurant,Cafes and Restaurants,144.949623,-37.80538734
Sheridan Factory Outlet,Manchester and Other Textile Goods Retailing,144.9523782,-37.82539976
Centro Property Investment,Management Advice and Other Consulting Services,144.957088,-37.81686865
Service Stream Limited,Other Telecommunications Network Operation,144.9627888,-37.81722704
Suzan Johnston Training Organization,Technical and Vocational Education and Training,144.9658365,-37.81296443
Oakes Southbank,Accommodation,144.9659933,-37.82215789999999
Gallery Kitchen,Cafes and Restaurants,144.96863380000002,-37.82281707
Symphonic Pixels,Computer System Design and Related Services,144.9667041,-37.81674222
Albion Hotel,"Pubs, Taverns and Bars",144.94855049999998,-37.79889904
Rundles Chartered Accountants,Accounting Services,144.95747319999998,-37.81753383
ANZ Bank,Banking,144.9645323,-37.81445406
Yes Edu & Tour,Other Personal Services n.e.c.,144.9641733,-37.81573222
Power Cafe,Takeaway Food Services,144.9548146,-37.81601898
vacant,Vacant Space,144.9627305,-37.80068528
Davis Advisory,Legal Services,144.95009340000001,-37.82068699
Superfriend,Management Advice and Other Consulting Services,144.97249490000002,-37.81105607
Cebu Mode,Other Personal Accessory Retailing,144.951187,-37.81501701
RPS Group,Management Advice and Other Consulting Services,144.97049619999999,-37.81055707
Caffe Bambino,Cafes and Restaurants,144.9446836,-37.81993681
Hayman Private Wealth,Other Auxiliary Finance and Investment Services,144.9606524,-37.81692381
The Alley,Cafes and Restaurants,144.97704280000002,-37.83774553
Nique,Clothing Retailing,144.9662007,-37.81642646
Tokui Sushi,Takeaway Food Services,144.9643593,-37.81143223
Easton Legal,Legal Services,144.95587790000002,-37.81385045
Vacant,Vacant Space,144.96122419999998,-37.80752137
Vacant,Vacant Space,144.96122419999998,-37.80752137
Thomas Hogg Consulting,Management Advice and Other Consulting Services,144.97247240000002,-37.81346244
Trevor-Roberts Associates,Employment Placement and Recruitment Services,144.9604697,-37.81352285
Shanghai Village,Cafes and Restaurants,144.9690756,-37.81124441
Ezy Mart,Convenience Store,144.9554244,-37.81836574
Bodega Underground,"Pubs, Taverns and Bars",144.9711092,-37.81101377
LA's Sandwich Works,Takeaway Food Services,144.9630189,-37.81073331
Australia JW Trading Pty Ltd,Commission-Based Wholesaling,144.957088,-37.81686865
Vacant,Vacant Space,144.9488197,-37.80119428
Vacant,Vacant Space,144.96516689999999,-37.82171942
Vacant,Vacant Space,144.96516689999999,-37.82171942
Vacant,Vacant Space,144.96516689999999,-37.82171942
Vacant,Vacant Space,144.96516689999999,-37.82171942
"Aust Centre For Research In Sex, Health & Society (La Trobe Uni)",Higher Education,144.9576501,-37.80979054
Pomodoro Sardo,Cafes and Restaurants,144.9691194,-37.81053336
Thai Central School Inc,Technical and Vocational Education and Training,144.9610146,-37.81453148
Sports Chaplaincy Australia Incorporated,Religious Services,144.9475776,-37.81656591
Dolce & Gabbana (Mens),Men's Clothing Retailing,144.9682892,-37.81563788
Sun Moth Canteen & Bar,Cafes and Restaurants,144.96146480000002,-37.81291055
Bioscience Managers,Management Advice and Other Consulting Services,144.96334330000002,-37.81611256
David Zuker,Physiotherapy Services,144.9728919,-37.81330535
Journey Fitness,Health and Fitness Centres and Gymnasia Operation,144.9563791,-37.80569684
Golden Ocean Education and Translation,Other Personal Services n.e.c.,144.9666228,-37.8163275
Ugg Direct ,Footwear Retailing,144.9523782,-37.82539976
